dist_20_0,dist_16_0,dist_12_0,dist_8_0,dist_4_0,dist_20_16,dist_16_12,dist_12_8,dist_8_4
103.62090457333777,125.03931304691154,146.82813561306287,148.9102093651106,126.89126461507232,29.435673561483092,34.45419507834654,27.321981247166057,22.050880061973317
59.667647115094944,55.62371991041795,88.43482671006738,92.26285964507402,104.16176478493965,25.319219057031194,39.63527533495073,13.74778711994128,15.086265541299134
51.67107857817164,40.189618439852765,61.91275601131093,73.52198031534888,91.82960359812158,22.861928820525897,30.357731059487637,21.416316427650603,18.454934066735696
51.94460059609957,42.62614416413645,58.32313996975108,77.92782640809655,93.70780475430533,21.61547542800899,25.47840811388552,24.464110321035193,16.716225725145158
51.15127666463886,44.99707607261905,58.92463718130685,76.39300494661019,93.76310736402623,21.81039356164445,23.887935062709026,21.36094825796228,18.100900078245296
43.56089008525012,43.3752577388275,60.22511648754352,72.34141304387487,91.80879577951703,22.46038138327761,21.610046280280574,16.27729257378207,20.958202890009524
49.27451805576766,40.582216609491866,57.92566558998546,71.3656539812017,90.01950230524142,23.783069041837013,22.944025589317107,20.20041725502653,18.998746950683795
56.028911211223644,49.87469253981808,70.91581578601064,72.56340399018292,105.7109405098641,26.17128278893297,26.780539717743395,12.786589237275349,34.18854076722009
53.97121371637722,53.253540971451706,70.98064209813975,86.53905676625037,95.11489993852354,20.73553862862176,25.059689046107742,19.563406855950245,12.302273118719391
63.085129609856686,64.27534785148896,92.62143948197664,84.90619283128815,77.88471393289427,4.3672679220260315,29.907247301187915,27.681766412283437,7.248592724062389
40.977785574524376,36.05743648582349,52.06418403178049,72.69045485688716,88.04855381110895,20.47612162052867,23.450980181831717,22.334336755192776,17.63604557685601
46.27418352484108,45.721405588656324,62.242835472091706,90.5368286448079,79.56573287285292,11.000775369806245,18.717666020336168,28.438684365691042,23.94110664754224
31.97721372247614,21.33294055636958,38.76829187453156,81.20206921242352,79.62671588366602,23.646118022440813,22.345934996687095,43.17010993344971,6.642201801510592
28.926904813676863,27.16304069127325,58.80099123367632,74.81849528147058,76.57964755637677,20.864749246548264,32.826449471413966,22.527237096739167,5.041850799582834
54.913449599208164,58.86800541514607,81.80925226995703,69.65305296711745,69.75298891329088,4.300918938802198,22.94497260615606,21.794758017878525,1.7656819871372584
53.80789137925554,53.881332856371834,81.51035553101161,76.68221875459376,83.72631903364304,12.356812765078494,27.64045459328684,6.131546035620901,7.939906501640515
49.61440176313851,52.938650427409655,75.16773627680206,87.46585878798884,80.70698066137778,19.374063927089075,23.412448679378173,16.069329660012205,9.83407602448596
41.296269124605324,42.401951185221925,62.664211362724465,82.31284133901643,92.08125764340856,22.93056730822174,22.639708985443644,25.35679234863241,11.014789979110073
46.417793193965444,46.718686741413116,63.865955815689524,70.01656804598974,93.89515604643383,21.822105768118067,21.224296644358546,19.89659951139168,23.8987349640721
41.45107245365363,38.856130893564384,58.424694163746615,69.84690814108401,88.00877726371246,19.84220100929755,24.73308186649688,18.896647330999674,18.212514625719322
58.58006291281726,41.41012328149244,48.903688564196564,76.57067104891709,88.01934115102777,26.91941116079725,19.055626651665868,28.41371526527603,11.458268763469068
56.11977963240767,51.04708699801292,67.0796357114867,75.0516203243185,91.32356354185443,17.753334317856094,25.187354994284657,14.425034420404586,17.291339805692466
46.392640718010256,48.55232664539804,64.82957135121362,81.6286506122821,86.25284368215294,19.640992760155136,23.70633443383495,19.566820698713915,5.282051085913356
47.93594980898484,48.09397932452915,59.129945993984286,93.66698199436134,87.88195910676693,19.15356692401327,19.86073189065553,34.76703266800922,7.135170534409484
45.32620584983769,48.94465557444196,65.16765863956468,75.43196771116146,86.29272476891656,22.348690972284807,21.516131141264108,17.311835835115744,10.98324967946305
69.83040536797694,59.573485148496616,68.38098423962822,77.98170720398942,59.474366970946036,14.721292407380728,18.67606615769222,19.06579115861688,33.49043436014899
68.01495141299547,49.88751854001406,58.64376112828784,78.43683000163163,88.83449402588711,26.6768922848349,20.35756398363301,22.707168952830575,11.570189262947414
34.60069593665407,35.1674332500119,51.773763131490995,76.89999802404546,84.40769511056162,19.502261280383124,19.81426568493314,28.358973384035856,9.264811564093833
56.10874159542792,49.82940408341545,68.0607904692576,91.17270620152907,95.26838577030422,21.325577871054293,29.68921162458808,24.906856039884985,8.973529248543441
49.79684331586466,49.210660776388906,63.23750790972298,72.28107482156922,95.94790869962998,26.99995261651221,21.1214733136538,22.896764092042254,24.639100432599953
61.46337590480516,57.29550900787723,76.32078558933995,86.93376230495083,99.74447260396246,18.97156870724176,23.964503143488432,17.45200924670827,14.459372145952651
47.3428600176833,43.01836035067055,64.03139048925173,91.6538139452192,100.18541334989187,20.514565795805673,26.68521350825332,30.204184658090313,8.733042514950824
62.70975473415956,51.99430407108151,70.01488951149473,106.08830541264766,109.408440111765,26.22714746978169,26.81115253406345,36.30630256673891,12.709885474278488
73.36492756786505,68.95615548615449,95.94772758881908,110.30368325709443,126.93498583263688,23.464929890788067,36.103850912613034,17.28713824553714,19.28307869779412
60.57173958206265,60.489892062468854,83.01883125248031,130.30533007942438,121.16376720819552,20.574236207964734,32.386249150579346,48.24094007587805,9.405009522368491
55.125192219077455,57.146743940578645,81.83145182625606,141.03605657939215,127.56748084694642,20.70349593296394,31.55060982952777,60.96077275116808,13.99771065227181
62.837836182431424,60.67974649413469,73.58382601111559,137.0602195506603,127.45851609599197,24.476026135915145,29.629798430025694,63.49253185507911,9.652937301493672
