dist_20_0,dist_16_0,dist_12_0,dist_8_0,dist_4_0,dist_20_16,dist_16_12,dist_12_8,dist_8_4
76.94218488686614,26.01940273364477,37.07518907048332,128.81153894963893,102.6760621475309,51.14969049902851,17.94085410721773,92.17450940951818,35.45843519616097
52.95228281713446,52.549851340631015,64.66035104945908,154.14532727714052,142.5809061271435,19.572758980530963,21.246974727634875,89.49146202566881,19.36353736455287
53.85424191208739,49.064366947001,61.47004737890025,155.41067331858622,121.42561542574646,26.50584989993833,18.94726781588991,94.02136338999267,45.82447234026807
47.081489350491914,43.90016728657374,57.16710699691341,153.002232332173,141.1014981099369,26.717412615786547,14.491058188045706,96.43377505590901,21.99292699594205
52.0271060434776,49.044196588187816,51.256120934259485,149.04775160436867,127.5506436106826,24.09261392928917,10.5337133858743,97.85724911036765,29.324126397948913
60.450581637781745,62.458053840650194,65.60183843495462,151.85106934301425,129.4206620374889,23.413297612190043,6.835635465642259,86.3436556005273,33.59508500871461
55.90711801064127,56.67609672448233,56.5070333446937,155.59749644267004,127.50357525596927,21.966425823879554,8.070344716707801,99.26344671593728,35.93531458229886
57.70450569042967,51.51684875120622,54.296304870364004,159.5877478100919,129.21833122669324,23.4582657141359,6.635746397367269,106.5078278698925,37.86503393312261
56.22253193380799,54.59122828039185,61.22245922398972,153.15241330279974,126.64933527883683,23.74588489152843,7.261384034679681,92.95385774668344,29.549751733964396
58.68591688218275,53.99894840902737,71.08727486668117,159.58701920395578,118.6316947447194,22.97058802532984,20.72008288851649,88.79347772349944,52.125299815057645
50.643311511433794,47.24030329400128,64.35795402502387,166.9463629285936,111.3878211493227,20.946296978014228,21.009333424504742,102.72460105280753,69.24498882941442
43.848633174816484,37.93525630182387,56.03146663620354,153.83103025892188,116.71771582125628,19.821951084765104,19.36258479599287,98.08744869560292,43.90892412841704
63.31581254933665,59.33418764039545,73.03253034175546,159.38675293410736,115.86405477963078,23.05979998138305,15.91862585245834,86.41334156698052,49.372428405904905
58.76495788954918,51.96051660146737,61.433996327835686,160.61387641606962,122.59649681689234,21.878567204133613,10.934952390601755,99.2907160360178,42.062511971097585
61.58710874774244,53.12693896224996,61.042310285416825,159.35081986152102,112.0683289179856,23.190289366678908,12.14279874884531,98.36134268627599,57.553124761232475
60.35145333640218,48.250498215305775,57.04221334439383,160.47745481176642,108.59635224422199,23.806581771808833,14.21056795443381,103.88393317877608,59.92119683699223
59.89953147367958,50.69594304499516,64.88809610149106,159.84450448637622,107.85243452805098,21.37809128016471,19.282789206319777,95.43145774151601,59.42266355620135
66.69902546986052,59.26066079842828,77.73258922492946,160.5350677989337,109.84376747734059,19.9769651871024,20.72616625947023,82.93731405981204,55.42460993051485
64.56886643542133,56.67502119006422,67.73440256602544,155.5927119197467,103.74867384248573,19.726200075437816,13.264106995821678,87.93072482869975,56.29357716067133
48.9605656303241,42.050936367297766,55.2758600613505,155.13448321051007,115.75796292482302,20.844709618683954,15.516767805254682,99.86076986552756,47.807337520839475
37.6253899040694,27.82546643128923,47.68633173519164,148.18363116122492,90.03391241838658,21.12818587109744,20.86608536530248,100.80206639615565,67.29957855838823
43.2104662555464,35.532522962118335,65.23205859248074,154.0365282170965,106.82942446322639,18.80643284913122,30.30152962099129,89.3333025055837,57.69462460657317
43.51690137964143,43.15655946483577,64.28718798279475,158.44488994120303,113.7464954084635,16.00794428501442,22.778291567252,94.27919259716887,54.06761152362665
39.34844185843219,33.36996555586962,52.621667358369365,154.93030468331395,106.05739075420439,20.20371558033177,20.64284474352229,102.89688914090756,61.209139781510515
42.30689404491171,35.65174333283338,53.448592196193935,155.31653874976033,105.9112541597504,19.38901900504613,21.23124795752648,102.22777324597092,59.88302549471196
48.80149005224324,40.084396458630124,54.353714867384866,156.5663080831767,110.96301364750963,20.779177419004206,17.63204011697213,102.3708932919268,54.932770255740145
42.257675836357,36.63728343468912,62.763000328637496,157.34111942306498,103.7802404855587,16.374339726275856,27.62504614524722,95.3494521785905,62.83724948240293
38.50880274698592,29.581801003499898,56.787254465187175,145.57399233221548,100.10484802716205,19.31953475802558,28.042725759271416,89.3620830525368,53.95768009554098
45.067877221659074,37.37723295565627,54.63664260454927,150.67433082975958,118.79044905004567,23.296036367906556,18.61838228907456,96.06793698224139,40.73103636406462
66.80896934870755,63.44733214331752,69.39827645817489,152.8720335984751,127.76018677538389,26.664661442281957,7.614088044485404,83.4861815799519,30.834927437160776
56.87667588486458,49.87894262146311,67.81440985764478,159.17672906312617,102.34061170477484,21.96054362541955,19.411613699354238,91.87166333158456,64.0657381277136
57.905397162005,49.88941450038748,58.2691364315576,159.9189451850678,131.7937180728763,24.39896305380506,11.642019404401132,101.81979780198127,36.33657220605436
63.7512925770301,54.51366612479316,63.767836940335556,156.85890147130124,128.695494169952,24.76173880817839,10.213566399534932,93.09108350440205,32.804969081617294
63.36518286540492,49.796434191511025,59.226079250200975,156.46840851424827,127.67109535429043,26.0869458022084,11.844321912751035,97.24473143932715,34.152544530894005
48.08018284010894,37.81299876737122,54.58240489516687,151.7122825737157,122.2839048005278,23.33868857041375,18.339089673516323,97.20884342455571,33.433210214861646
61.98395310775744,52.378921338637056,65.27476669167892,150.62688341790093,120.41533188787109,25.305088862551862,13.24816417722345,85.70303283163783,34.750805929348644
52.39986558383838,47.670132820541696,57.88970299326359,140.40473260255152,122.74191192487594,24.926154033286668,10.508544286044097,83.29758919373329,25.871577520465486
